CustomerID,Age,Gender,Income,Geography,Occupation,Phone,Email,LastUpdated
CUST0400,20,Female,71886,Germany,Charity officer,(201)345-6300x8596,danielstephen@gmail.com,2025-03-06 22:35:14.577399
CUST0401,57,Male,91652,France,Occupational psychologist,+1-105-301-7164x085,cindypowers@pugh-marks.org,2025-04-03 04:19:14.577418
CUST0402,63,Male,35563,Spain,Heritage manager,001-924-494-1202x41510,thompsonedward@johnson-sanders.com,2025-03-12 17:49:14.577434
CUST0403,41,Male,112324,Germany,Chief of Staff,+1-805-209-0098x92482,nataliecooley@yahoo.com,2025-03-24 01:39:14.577449
CUST0404,67,Male,112464,France,Therapeutic radiographer,905.926.2768x6563,gonzalezwendy@yahoo.com,2025-03-18 23:23:14.577465
CUST0405,49,Male,29847,Germany,"Editor, film/video",963.823.0668x988,athomas@woodard-merritt.com,2025-02-11 01:29:14.577480
CUST0406,64,Female,46155,Spain,"Geologist, wellsite",+1-167-317-2083x38625,klinejoseph@hotmail.com,2025-03-07 14:09:14.577496
CUST0407,39,Female,99671,France,Social worker,001-970-922-5560,bradleyjoyce@yahoo.com,2025-02-05 03:13:14.577511
CUST0408,40,Female,103310,Germany,"Therapist, sports",172-560-1099x17272,riddleelizabeth@yahoo.com,2025-02-02 02:34:14.577530
CUST0409,19,Female,87278,Spain,Aid worker,001-211-628-9514x5089,christine88@phillips.com,2025-04-08 03:53:14.577554
CUST0410,44,Male,38309,Germany,Biomedical engineer,+1-201-271-5671x6142,melindahernandez@rice.info,2025-04-03 20:06:14.577570
CUST0411,59,Male,20619,Spain,Energy manager,864.887.5240,xmiller@hotmail.com,2025-03-09 06:42:14.577586
CUST0412,19,Male,103194,Spain,"Conservator, museum/gallery",001-870-315-2775x389,richardwilliam@park-shepherd.com,2025-03-31 06:01:14.577602
CUST0413,43,Male,70108,France,"Engineer, electronics",498.139.5693x3485,teresagarcia@yahoo.com,2025-02-25 11:12:14.577618
CUST0414,34,Female,54707,Spain,"Restaurant manager, fast food",7529400622,rlee@hotmail.com,2025-02-06 21:41:14.577634
CUST0415,57,Male,40337,Germany,Ergonomist,+1-117-469-1507x63959,wilkersonmaria@braun-cox.com,2025-01-27 15:13:14.577652
CUST0416,50,Male,101537,Spain,Adult guidance worker,288-950-1056x456,ledwards@gmail.com,2025-03-03 03:40:14.577669
CUST0417,26,Female,86504,Spain,"Surveyor, quantity",(304)278-9256,johnsonjason@green-thomas.com,2025-03-27 17:50:14.577685
CUST0418,60,Female,67614,France,"Producer, radio",285-763-4589x9005,janet25@yahoo.com,2025-04-05 17:23:14.577709
CUST0419,65,Female,111428,Spain,Writer,+1-709-475-2833x43869,dianerobinson@gmail.com,2025-03-14 14:13:14.577726
CUST0420,56,Female,111155,Spain,Quarry manager,382-586-6713,mark55@adams.biz,2025-02-13 16:27:14.577741
CUST0421,46,Male,20281,Germany,"Administrator, arts",+1-085-756-3511x232,xgreen@gordon.com,2025-04-01 03:55:14.577757
CUST0422,59,Male,47420,France,Horticultural consultant,(133)009-0551x34031,anita54@morton.info,2025-03-14 05:41:14.577772
CUST0423,43,Female,100896,France,Glass blower/designer,247-319-3343,vcruz@collins.com,2025-03-03 10:51:14.577789
CUST0424,52,Male,59030,France,Commissioning editor,(197)820-4673x273,simonshannon@hotmail.com,2025-03-17 05:41:14.577815
CUST0425,67,Male,21058,Spain,Educational psychologist,943-352-2449x76734,andersonvirginia@hotmail.com,2025-02-25 23:07:14.577834
CUST0426,42,Male,106213,France,"Designer, exhibition/display",+1-808-859-9257x3951,afreeman@richardson-williams.com,2025-03-13 21:34:14.577849
CUST0427,41,Female,96260,Spain,"Scientist, marine",(984)971-4157x013,yvetterobinson@larson.com,2025-01-17 06:30:14.577865
CUST0428,30,Male,48404,Spain,"Sound technician, broadcasting/film/video",(569)367-1703,angeladavis@bartlett-mathews.com,2025-02-09 04:08:14.577881
CUST0429,24,Female,49856,Germany,"Nurse, adult",067-391-9097,julia33@fletcher.net,2025-04-07 04:09:14.577896
CUST0430,53,Male,29200,Germany,Prison officer,001-734-237-0021x54635,cardenaspaul@richardson.info,2025-02-21 07:06:14.577912
CUST0431,62,Male,84178,Germany,Environmental education officer,794-295-6397,michaelconrad@gomez-gutierrez.org,2025-02-15 06:08:14.577927
