CustomerID,Age,Gender,Income,Geography,Occupation,Phone,Email,LastUpdated
CUST0200,23,Male,46143,France,Armed forces logistics/support/administrative officer,+1-942-286-4654,hwagner@hotmail.com,2025-01-19 11:35:14.573883
CUST0201,25,Female,26154,Spain,"Therapist, music",(099)119-8676x60356,wellsrichard@gmail.com,2025-01-16 12:18:14.573900
CUST0202,44,Female,41804,Spain,Chief Marketing Officer,(000)716-0434x3973,cherylbarnes@gmail.com,2025-03-12 03:05:14.573917
CUST0203,26,Female,61688,France,Data processing manager,664-075-4455,johnbauer@nguyen.com,2025-02-23 09:59:14.573932
CUST0204,54,Male,84288,Germany,Photographer,(558)021-5178x79757,vbradley@carter.com,2025-03-15 19:49:14.573950
CUST0205,50,Female,71195,Spain,Purchasing manager,211.147.0274x948,uduran@porter.net,2025-02-17 20:08:14.573966
CUST0206,68,Female,40581,France,"Conservator, furniture",252-910-6187x1527,david40@hotmail.com,2025-02-17 17:12:14.573982
CUST0207,59,Female,72648,Spain,Furniture designer,001-707-398-6789x2724,warddustin@potts-austin.com,2025-03-20 20:05:14.573997
CUST0208,61,Male,50087,France,Health physicist,059-008-8761x2957,mlee@yahoo.com,2025-02-04 07:48:14.574013
CUST0209,41,Male,69930,Germany,Intelligence analyst,(417)521-1483x984,desireegarcia@cole-harris.com,2025-03-21 05:15:14.574028
CUST0210,32,Female,52981,Spain,"Designer, jewellery",8048476956,burkebenjamin@conway-johnson.com,2025-03-02 22:51:14.574044
CUST0211,49,Male,89298,France,Arboriculturist,(021)430-5483,zgolden@hotmail.com,2025-02-05 15:37:14.574060
CUST0212,49,Male,66167,Spain,Television camera operator,192-548-0159x7164,ray50@klein-wells.net,2025-03-31 08:27:14.574075
CUST0213,41,Male,95304,Spain,Print production planner,(709)565-5118,qbass@hotmail.com,2025-03-17 07:05:14.574090
CUST0214,58,Male,63408,Spain,Water quality scientist,(982)906-0554,carmen64@harris.info,2025-02-04 13:12:14.574107
CUST0215,69,Male,59499,Spain,Geoscientist,001-541-062-4963x2086,darren01@yahoo.com,2025-01-19 15:20:14.574123
CUST0216,66,Male,72269,France,"Psychologist, clinical",605.869.3090x3023,terristewart@gmail.com,2025-02-04 21:14:14.574138
CUST0217,66,Male,58559,Germany,Educational psychologist,+1-019-203-1397x830,laura45@hall.biz,2025-04-08 02:47:14.574153
CUST0218,69,Male,94319,France,Public house manager,001-865-745-9504x85472,cmcdonald@gmail.com,2025-03-07 07:57:14.574169
CUST0219,29,Male,115317,France,"Biochemist, clinical",612-396-7493x1547,amccann@hotmail.com,2025-04-11 13:55:14.574184
CUST0220,56,Male,116347,France,Trading standards officer,297-284-4518x63310,dmatthews@mills-miller.com,2025-01-19 21:38:14.574199
CUST0221,19,Female,68787,Germany,Microbiologist,135.796.0385x717,khandaniel@gmail.com,2025-01-29 08:55:14.574215
CUST0222,20,Female,55488,Spain,Professor Emeritus,929-822-0091x05497,travis51@chavez-ramirez.biz,2025-03-07 10:43:14.574230
CUST0223,66,Male,94441,Spain,Chief Operating Officer,472-422-4859,vbradley@norton-hill.com,2025-02-22 05:11:14.574246
