CustomerID,Age,Gender,Income,Geography,Occupation,Phone,Email,LastUpdated
CUST0600,42,Male,68368,France,Aid worker,+1-186-563-5951x8692,rtyler@gmail.com,2025-02-10 00:02:14.580658
CUST0601,38,Female,110025,Spain,"Psychologist, prison and probation services",763-636-6213x284,rebeccapayne@hotmail.com,2025-03-05 12:07:14.580674
CUST0602,53,Female,94172,Spain,Radiation protection practitioner,124-447-1409,seanchang@gmail.com,2025-03-28 13:14:14.580689
CUST0603,27,Female,26441,Germany,"Production assistant, radio",596.160.1190,rebeccapalmer@christensen.com,2025-02-22 18:33:14.580704
CUST0604,54,Male,44611,Germany,"Engineer, petroleum",(205)494-5512,jonescarl@yahoo.com,2025-02-25 12:44:14.580720
CUST0605,26,Female,32149,France,Audiological scientist,600-122-8301x571,cameronkimberly@arnold.com,2025-03-23 18:15:14.580736
CUST0606,41,Female,79189,France,"Engineer, drilling",(452)360-2875x7657,james49@hotmail.com,2025-01-21 10:00:14.580755
CUST0607,52,Male,41675,France,Community pharmacist,001-347-909-2463,stephen77@hotmail.com,2025-03-20 17:32:14.580781
CUST0608,66,Female,91031,Germany,Physiological scientist,756-903-6774,josemeyer@oliver.com,2025-02-16 05:42:14.580799
CUST0609,52,Female,62668,France,Museum/gallery exhibitions officer,512-018-0333,anne04@gmail.com,2025-02-19 15:02:14.580815
CUST0610,65,Male,33673,France,Geophysical data processor,478.212.7298x4796,henryevan@gonzalez.com,2025-01-14 17:35:14.580831
CUST0611,53,Male,96666,France,Tax inspector,(137)733-2497,michael44@hotmail.com,2025-03-02 08:41:14.580847
CUST0612,35,Male,108204,Germany,"Surveyor, mining",+1-785-763-8376x7217,joe08@fisher-luna.org,2025-01-22 04:16:14.580863
CUST0613,66,Female,100758,Spain,Ambulance person,883.467.1045x154,thartman@perez.com,2025-04-05 12:25:14.580879
CUST0614,56,Female,85429,France,Manufacturing engineer,1233240050,costakevin@yahoo.com,2025-03-10 11:43:14.580895
CUST0615,49,Female,43669,Spain,Sports administrator,994-450-8268,mayssamantha@yahoo.com,2025-01-24 04:04:14.580911
CUST0616,41,Male,54068,France,Company secretary,001-856-979-4762,zwhite@murray.com,2025-03-13 12:35:14.580935
CUST0617,40,Male,108789,Spain,"Scientist, research (physical sciences)",(736)523-0067x273,khendrix@cortez.com,2025-02-15 09:28:14.580954
CUST0618,49,Female,29435,Germany,Science writer,318.321.2600,smithkathryn@franco.com,2025-02-12 02:39:14.580970
CUST0619,54,Female,114088,Germany,Recruitment consultant,(659)957-8956x7935,mark64@hotmail.com,2025-01-28 18:01:14.580989
CUST0620,29,Male,72249,France,"Programmer, applications",603.257.2358,zdavis@yahoo.com,2025-03-22 06:22:14.581014
CUST0621,66,Male,57384,Spain,Aeronautical engineer,649-217-4093,kbrooks@hotmail.com,2025-02-13 00:55:14.581030
CUST0622,30,Male,101929,Germany,"Engineer, manufacturing systems",(001)925-9996x3557,kimberlyjames@brewer-scott.com,2025-02-26 07:13:14.581046
CUST0623,40,Male,96153,France,Meteorologist,399-106-1760,sellersstephen@hotmail.com,2025-01-16 19:00:14.581062
CUST0624,42,Female,95388,France,Film/video editor,987.445.4747x0259,tharris@jacobs-cordova.info,2025-03-24 19:58:14.581078
CUST0625,52,Male,51401,Germany,Garment/textile technologist,233.147.0121x9982,hansenjane@mccoy.org,2025-02-24 05:39:14.581093
CUST0626,58,Female,91831,Germany,"Surveyor, insurance",118.424.8882,john28@gmail.com,2025-03-14 10:00:14.581109
CUST0627,47,Female,54084,France,Forest/woodland manager,001-144-154-6154x9800,stacy90@hotmail.com,2025-02-18 02:31:14.581124
CUST0628,34,Female,75826,Spain,Environmental consultant,001-800-719-6532x845,kellychad@tran.org,2025-03-06 00:27:14.581140
CUST0629,66,Male,56451,Spain,Licensed conveyancer,+1-277-780-8146x9535,jrogers@yahoo.com,2025-04-03 04:24:14.581156
CUST0630,37,Male,27227,Spain,Fast food restaurant manager,747.232.9684x363,cbailey@kennedy-wood.net,2025-01-22 11:29:14.581171
CUST0631,65,Male,51910,France,Network engineer,(529)503-4054,callahanamber@watkins.com,2025-02-02 20:52:14.581187
CUST0632,42,Male,56041,Germany,Higher education lecturer,742.500.4940,ingrambill@myers.info,2025-02-02 20:58:14.581202
CUST0633,39,Female,108920,France,Office manager,+1-392-316-3469x75752,cochranmichelle@peterson.com,2025-03-07 16:08:14.581218
CUST0634,30,Male,85681,Germany,Scientific laboratory technician,089-249-6047,kbaker@hall-dixon.info,2025-01-23 01:18:14.581233
CUST0635,36,Male,101571,Spain,"Pilot, airline",(430)706-0470,nathan18@hotmail.com,2025-02-09 00:33:14.581281
CUST0636,66,Female,85481,Spain,"Engineer, civil (consulting)",001-207-427-3113x3440,sharon82@yahoo.com,2025-04-07 07:43:14.581299
CUST0637,53,Male,88576,Germany,Art therapist,283-947-1003,jackjackson@gmail.com,2025-02-12 16:58:14.581315
CUST0638,29,Female,84174,Germany,Counsellor,(955)224-3779x018,timothysanchez@smith-nguyen.info,2025-03-26 22:23:14.581331
CUST0639,58,Female,46160,France,TEFL teacher,+1-009-956-7936x57528,xbarnes@perez-charles.biz,2025-01-16 19:59:14.581346
CUST0640,36,Female,37633,Spain,Interior and spatial designer,6750126388,amystewart@hotmail.com,2025-01-26 16:22:14.581362
CUST0641,29,Female,114880,France,Nature conservation officer,626-363-8877,rebecca52@salas.com,2025-01-25 03:34:14.581377
CUST0642,26,Female,37014,France,Air traffic controller,+1-311-976-0612,timothy00@gmail.com,2025-03-05 15:31:14.581393
CUST0643,24,Female,100532,France,Podiatrist,165-211-2053x918,navarroangela@davis-valencia.com,2025-04-10 17:04:14.581408
CUST0644,45,Female,69104,Spain,"Sales professional, IT",766.674.0115,robinsoncheryl@hotmail.com,2025-02-19 08:56:14.581424
CUST0645,31,Female,61621,France,Radio broadcast assistant,(085)939-4120,stacycollins@contreras.com,2025-04-07 20:34:14.581440
CUST0646,48,Male,97231,France,"Engineer, technical sales",387.820.6166,tbenson@carpenter.net,2025-03-13 18:55:14.581456
CUST0647,69,Male,88388,France,"Engineer, maintenance",(473)481-0635,crystal81@hotmail.com,2025-03-27 12:13:14.581472
CUST0648,36,Male,36014,France,"Buyer, retail",(699)690-5824x645,zachary63@gmail.com,2025-03-19 02:01:14.581487
CUST0649,64,Male,112578,France,Science writer,+1-831-285-0735x316,brucehamilton@santos-weber.info,2025-03-05 19:49:14.581503
CUST0650,33,Female,53755,France,Insurance account manager,(078)319-2275,grahamthomas@smith.com,2025-02-18 02:10:14.581521
CUST0651,22,Male,60390,Spain,Electronics engineer,001-577-195-9850x96776,tcooper@hotmail.com,2025-04-03 02:33:14.581537
CUST0652,52,Female,43711,France,"Merchandiser, retail",(237)455-1978,melissa59@cruz.com,2025-03-12 11:45:14.581553
CUST0653,29,Male,111658,Germany,Chiropodist,710.493.3272,hoopercassandra@jacobs-martin.info,2025-03-13 01:45:14.581568
CUST0654,42,Male,77993,France,Retail buyer,892-630-7010,hholt@steele.com,2025-03-04 04:52:14.581583
CUST0655,69,Male,94696,France,"Surveyor, building",(431)106-4591x35227,dana94@williams.com,2025-01-21 00:13:14.581599
CUST0656,38,Female,47213,Spain,Clinical psychologist,(526)076-6785x512,ccase@martin.com,2025-03-30 10:59:14.581615
CUST0657,53,Male,77784,Spain,"Engineer, civil (consulting)",446-080-1647,deancaitlyn@salinas-jackson.net,2025-02-08 15:35:14.581630
CUST0658,40,Female,27421,Germany,Haematologist,329.285.0313x102,tking@shaw.biz,2025-02-26 10:34:14.581646
CUST0659,33,Female,106936,Germany,Broadcast journalist,997-813-5897,michael49@larson-hanson.org,2025-04-01 13:57:14.581661
CUST0660,56,Male,119073,Spain,Maintenance engineer,(636)517-6748x013,houstontroy@gmail.com,2025-02-15 07:28:14.581677
CUST0661,62,Male,37727,Spain,"Copywriter, advertising",(981)568-9246x9551,marquezemily@gmail.com,2025-03-24 19:55:14.581693
CUST0662,59,Male,24358,France,"Lecturer, higher education",974.372.6523x08326,freemanangela@pennington.net,2025-02-05 18:25:14.581708
CUST0663,56,Female,85108,Spain,Trade union research officer,+1-535-578-1690,mrodriguez@smith-davis.info,2025-02-01 23:58:14.581724
CUST0664,31,Male,114018,Germany,Interior and spatial designer,(773)615-8500x5506,xjohnson@brown-perry.info,2025-03-17 11:13:14.581739
CUST0665,48,Female,52117,France,"Engineer, biomedical",(741)935-6276x69413,qsantana@benson.com,2025-01-17 02:23:14.581754
CUST0666,22,Female,108700,Germany,"Research officer, government",001-818-947-1114x3015,gonzalesautumn@yahoo.com,2025-02-08 02:53:14.581770
CUST0667,52,Male,51910,France,Outdoor activities/education manager,001-029-605-3238x3178,hcrawford@gmail.com,2025-02-24 00:45:14.581785
CUST0668,40,Male,118032,Spain,Technical brewer,+1-917-738-7200,smithscott@hotmail.com,2025-03-27 12:31:14.581801
CUST0669,46,Female,75754,Germany,Fine artist,690.058.4728x47664,murrayjoshua@newton.com,2025-02-14 08:04:14.581817
CUST0670,60,Female,82438,France,"Engineer, biomedical",243-508-8465x710,haileypeters@hotmail.com,2025-01-21 01:36:14.581842
CUST0671,28,Female,49371,France,Science writer,(714)105-2674x4771,geoffrey72@gmail.com,2025-03-26 19:26:14.581862
CUST0672,35,Male,71501,Spain,Clinical cytogeneticist,(833)823-0258x15517,landrews@hotmail.com,2025-01-31 05:22:14.581877
CUST0673,64,Female,80946,Spain,Clinical embryologist,9720266080,jillallen@hotmail.com,2025-02-02 19:47:14.581893
CUST0674,29,Male,58467,Spain,Contractor,+1-718-413-9891x35789,william20@hotmail.com,2025-04-03 13:25:14.581909
CUST0675,26,Female,37625,Germany,Amenity horticulturist,878-837-6240,williambrewer@yahoo.com,2025-03-19 18:45:14.581924
CUST0676,27,Female,53893,France,Maintenance engineer,425.261.4232,lisarogers@martin-walters.com,2025-02-11 14:41:14.581940
CUST0677,61,Male,96329,Spain,"Designer, ceramics/pottery",689-592-6372,sarah62@ross.net,2025-03-14 02:27:14.581955
